species,locality,stateProvince,decimalLatitude,decimalLongitude,eventDate,day,month,year
Momotus mexicanus,,Sinaloa,23.504153,-106.321813,30/04/2022 11:11,30,4,2022
Momotus coeruliceps,,Veracruz,19.509727,-96.917175,07/05/2022 09:24,7,5,2022
Momotus mexicanus,,Sinaloa,23.574727,-106.199103,30/04/2022 08:14,30,4,2022
Momotus mexicanus,,Morelos,18.831579,-98.938328,30/04/2022 10:28,30,4,2022
Momotus mexicanus,,Sinaloa,23.575555,-106.199005,30/04/2022 08:25,30,4,2022
Momotus mexicanus,,Sinaloa,23.574707,-106.199097,30/04/2022 08:11,30,4,2022
Momotus mexicanus,,Chiapas,16.711533,-93.025055,05/05/2022 08:31,5,5,2022
Momotus mexicanus,,Sinaloa,23.508283,-106.322252,30/04/2022 10:31,30,4,2022
Momotus mexicanus,,Jalisco,20.708914,-103.393707,30/04/2022 22:41,30,4,2022
Momotus mexicanus,,Sinaloa,24.864804,-107.272966,01/05/2022 07:25,1,5,2022
Momotus lessonii,,Quintana Roo,19.629653,-87.924957,20/04/2022 20:19,20,4,2022
Momotus lessonii,,Veracruz,19.074733,-96.130787,09/05/2022 09:10,9,5,2022
Momotus mexicanus,,Sinaloa,23.502423,-106.319622,30/04/2022 09:57,30,4,2022
Momotus lessonii,,Veracruz,19.032594,-95.981779,12/05/2022 10:46,12,5,2022
Momotus mexicanus,,Sinaloa,24.295145,-106.783487,02/05/2022 17:29,2,5,2022
Momotus coeruliceps,,Veracruz,20.807601,-98.098593,12/04/2022 07:11,12,4,2022
Momotus mexicanus,,Sinaloa,24.319957,-106.648474,01/05/2022 15:54,1,5,2022
Momotus lessonii,,Chiapas,16.878867,-93.457194,07/04/2022 13:09,7,4,2022
Momotus mexicanus,,Guerrero,17.890219,-99.685039,11/06/2021 10:00,11,6,2021
Momotus mexicanus,,Jalisco,20.777639,-103.36894,30/04/2022 09:21,30,4,2022
Momotus lessonii,,Veracruz,19.032594,-95.981779,18/04/2022 10:31,18,4,2022
Momotus mexicanus,,Sinaloa,24.866619,-107.273812,30/04/2022 18:55,30,4,2022
Momotus mexicanus,,Oaxaca,16.480532,-94.949681,10/05/2022 09:12,10,5,2022
Momotus mexicanus,,Sinaloa,23.502995,-106.319388,30/04/2022 09:56,30,4,2022
Momotus mexicanus,,Sinaloa,23.574517,-106.1997,30/04/2022 10:00,30,4,2022
Momotus mexicanus,,Sinaloa,23.520572,-106.312455,30/04/2022 09:58,30,4,2022
Momotus mexicanus,,Sinaloa,23.502584,-106.319914,30/04/2022 10:02,30,4,2022
Momotus mexicanus,,Sinaloa,24.366448,-106.662823,02/05/2022 17:31,2,5,2022
Momotus mexicanus,,Sinaloa,23.502435,-106.319995,30/04/2022 08:57,30,4,2022
Momotus mexicanus,,Guerrero,16.853751,-99.905728,24/12/2020 09:25,24,12,2020
Momotus mexicanus,,Sinaloa,23.504018,-106.32217,30/04/2022 10:27,30,4,2022
Momotus mexicanus,,Morelos,18.92421,-99.221566,02/05/2022 09:43,2,5,2022
Momotus mexicanus,,Sinaloa,23.502614,-106.319924,30/04/2022 09:59,30,4,2022
Momotus mexicanus,,Colima,19.269286,-103.726308,10/05/2022 09:19,10,5,2022
Momotus lessonii,,Veracruz,19.00472,-95.99056,11/05/2022 11:37,11,5,2022
Momotus coeruliceps,,Tamaulipas,23.068759,-99.170934,28/04/2022 14:25,28,4,2022
Momotus mexicanus,,Sinaloa,23.574487,-106.199713,30/04/2022 10:00,30,4,2022
Momotus mexicanus,,Guerrero,17.55153,-99.500632,21/02/2022 07:57,21,2,2022
Momotus mexicanus,,Sinaloa,23.506667,-106.314167,30/04/2022 09:56,30,4,2022
Momotus mexicanus,,Jalisco,20.592768,-105.215712,21/04/2022 10:34,21,4,2022
Momotus mexicanus,,Sinaloa,24.864156,-107.267688,29/04/2022 11:28,29,4,2022
Momotus mexicanus,,Oaxaca,15.768737,-96.13485,27/04/2022 09:45,27,4,2022
Momotus lessonii,,Quintana Roo,20.627898,-87.087117,30/04/2022 10:22,30,4,2022
Momotus mexicanus,,Sinaloa,23.502411,-106.319879,30/04/2022 10:03,30,4,2022
Momotus lessonii,,Quintana Roo,20.629559,-87.073885,29/04/2022 11:30,29,4,2022
Momotus mexicanus,,Chiapas,16.067323,-93.45752,27/04/2022 09:42,27,4,2022
Momotus mexicanus,,Jalisco,20.691501,-103.350753,30/04/2022 01:29,30,4,2022
Momotus mexicanus,,Jalisco,20.70063,-103.421491,10/05/2022 12:49,10,5,2022
Momotus mexicanus,,Sinaloa,23.503993,-106.322562,30/04/2022 17:31,30,4,2022
Momotus mexicanus,,Jalisco,20.761243,-103.377137,29/04/2022 09:34,29,4,2022
Momotus lessonii,,Veracruz,19.120883,-96.804365,02/05/2022 17:48,2,5,2022
Momotus mexicanus,,Morelos,18.892228,-99.206795,28/04/2022 10:38,28,4,2022
Momotus mexicanus,,Colima,19.148781,-104.403776,26/04/2022 20:54,26,4,2022
Momotus mexicanus,,Chiapas,16.760622,-93.517803,15/02/2022 16:24,15,2,2022
Momotus lessonii,,Chiapas,15.781725,-92.731185,21/04/2022 16:33,21,4,2022
Momotus coeruliceps,,Puebla,20.008298,-97.512435,20/02/2022 07:02,20,2,2022
Momotus lessonii,,Yucatán,20.868178,-89.623912,26/04/2022 09:04,26,4,2022
Momotus lessonii,,Veracruz,17.266262,-94.821307,14/04/2022 17:55,14,4,2022
Momotus lessonii,,Tabasco,17.46166,-92.770875,21/04/2022 11:40,21,4,2022
Momotus lessonii,,Yucatán,20.86806,-89.623672,26/04/2022 09:05,26,4,2022
Momotus mexicanus,,Colima,19.198553,-103.913959,17/04/2022 11:09,17,4,2022
Momotus mexicanus,,Nayarit,21.227102,-104.569894,20/04/2022 17:05,20,4,2022
Momotus lessonii,,Veracruz,18.450869,-95.20775,09/04/2022 14:26,9,4,2022
Momotus mexicanus,,Chiapas,16.779673,-93.125196,03/04/2022 11:47,3,4,2022
Momotus mexicanus,,Oaxaca,15.868385,-96.366679,13/03/2022 08:18,13,3,2022
Momotus mexicanus,,Jalisco,20.793206,-103.396819,07/04/2022 08:00,7,4,2022
Momotus mexicanus,,Morelos,18.978779,-99.234887,31/03/2022 17:22,31,3,2022
Momotus mexicanus,,Chiapas,16.760935,-93.141321,06/01/2022 08:50,6,1,2022
Momotus mexicanus,,Jalisco,20.691913,-103.420992,17/04/2022 08:08,17,4,2022
Momotus mexicanus,,Oaxaca,15.885806,-96.416305,12/04/2022 07:19,12,4,2022
Momotus mexicanus,,Colima,19.329463,-103.762269,20/04/2022 22:58,20,4,2022
Momotus mexicanus,,Oaxaca,15.662875,-96.501881,30/03/2022 08:16,30,3,2022
Momotus mexicanus,,Jalisco,20.709247,-103.39591,14/04/2022 09:58,14,4,2022
Momotus mexicanus,,Jalisco,20.6988,-103.538326,10/04/2022 05:54,10,4,2022
Momotus lessonii,,Quintana Roo,20.663453,-87.036376,04/04/2022 00:00,4,4,2022
Momotus mexicanus,,Oaxaca,15.757049,-96.1721,07/04/2022 07:46,7,4,2022
Momotus mexicanus,,Jalisco,20.708723,-103.3936,25/03/2022 11:34,25,3,2022
Momotus mexicanus,,Jalisco,20.708883,-103.394215,26/03/2022 14:04,26,3,2022
Momotus mexicanus,,Jalisco,20.707006,-103.391209,14/04/2022 12:30,14,4,2022
Momotus lessonii,,Yucatán,20.992353,-89.569758,21/03/2022 11:35,21,3,2022
Momotus mexicanus,,Chiapas,16.76075,-93.142485,10/10/2021 09:57,10,10,2021
Momotus coeruliceps,,Querétaro,21.218055,-99.094722,27/03/2022 08:14,27,3,2022
Momotus coeruliceps,,Tamaulipas,23.781239,-99.199065,02/04/2022 07:57,2,4,2022
Momotus lessonii,,Yucatán,20.992238,-89.569803,02/04/2022 09:09,2,4,2022
Momotus lessonii,,Yucatán,20.992393,-89.56986,03/04/2022 16:18,3,4,2022
Momotus mexicanus,,Oaxaca,15.885321,-96.415956,12/04/2022 06:10,12,4,2022
Momotus mexicanus,,Jalisco,20.741579,-103.311016,13/04/2022 08:45,13,4,2022
Momotus coeruliceps,,Veracruz,20.931244,-97.728718,27/03/2022 08:48,27,3,2022
Momotus mexicanus,,Jalisco,20.616588,-105.225296,08/02/2022 10:01,8,2,2022
Momotus mexicanus,,Jalisco,20.708723,-103.393595,17/04/2022 05:19,17,4,2022
Momotus mexicanus,,Chiapas,16.761329,-93.143061,14/03/2022 10:00,14,3,2022
Momotus mexicanus,,Colima,19.293409,-104.153952,13/04/2022 10:33,13,4,2022
Momotus lessonii,,Tabasco,17.948481,-92.963676,11/04/2022 17:06,11,4,2022
Momotus mexicanus,,Jalisco,20.761408,-103.376208,12/04/2022 10:05,12,4,2022
Momotus mexicanus,,Oaxaca,15.885321,-96.415956,12/04/2022 06:17,12,4,2022
Momotus lessonii,,Quintana Roo,20.078922,-87.61056,27/03/2022 08:17,27,3,2022
Momotus mexicanus,,Jalisco,20.705875,-103.391872,14/04/2022 11:30,14,4,2022
Momotus mexicanus,,Jalisco,20.71126,-103.39755,14/04/2022 09:11,14,4,2022
Momotus mexicanus,,Morelos,18.590522,-99.214707,27/03/2022 09:40,27,3,2022
Momotus mexicanus,,Jalisco,20.760811,-103.376599,28/03/2022 09:23,28,3,2022
Momotus lessonii,,Chiapas,16.8984,-90.965068,26/03/2022 10:49,26,3,2022
Momotus lessonii,,Veracruz,19.131815,-96.949061,26/03/2022 07:47,26,3,2022
Momotus lessonii,,Veracruz,19.154608,-96.968061,26/03/2022 07:47,26,3,2022
Momotus mexicanus,,Jalisco,20.764148,-103.381275,28/03/2022 07:20,28,3,2022
Momotus lessonii,"track to peak nr Quetzal camp, El Triunfo",,15.7272,-92.9299,22/03/2022 00:00,22,3,2022
Momotus mexicanus,,Oaxaca,15.775575,-96.200712,16/03/2022 08:10,16,3,2022
Momotus lessonii,,Yucatán,21.251854,-89.290857,28/02/2021 11:31,28,2,2021
Momotus lessonii,,Yucatán,21.251854,-89.290857,28/02/2021 12:26,28,2,2021
Momotus lessonii,,Yucatán,21.251854,-89.290857,28/02/2021 12:27,28,2,2021
Momotus mexicanus,,Puebla,18.332473,-97.45788,01/01/2022 15:47,1,1,2022
Momotus mexicanus,,Oaxaca,15.674028,-96.574696,16/02/2022 13:03,16,2,2022
Momotus mexicanus,,Jalisco,20.708723,-103.393595,21/03/2022 08:32,21,3,2022
Momotus lessonii,,Yucatán,21.251854,-89.290857,28/02/2021 12:28,28,2,2021
Momotus mexicanus,,Oaxaca,15.765657,-96.19384,16/03/2022 07:21,16,3,2022
Momotus mexicanus,,Chiapas,16.758634,-93.132906,20/03/2022 11:40,20,3,2022
Momotus mexicanus,,Jalisco,20.337572,-105.344711,10/03/2022 18:42,10,3,2022
Momotus lessonii,,Yucatán,20.992412,-89.5699,20/03/2022 17:58,20,3,2022
Momotus lessonii,,Tabasco,17.947065,-92.962399,20/03/2022 06:06,20,3,2022
Momotus mexicanus,,Oaxaca,15.668678,-96.541448,19/03/2022 13:39,19,3,2022
Momotus mexicanus,,Oaxaca,15.667729,-96.554519,20/03/2022 08:27,20,3,2022
Momotus mexicanus,,Jalisco,20.827675,-103.332633,28/11/2021 10:52,28,11,2021
Momotus mexicanus,,México,18.80851,-99.670334,20/03/2022 09:46,20,3,2022
Momotus mexicanus,,Jalisco,20.456794,-105.289255,11/03/2022 11:30,11,3,2022
Momotus mexicanus,,Oaxaca,15.669904,-96.575107,19/03/2022 07:00,19,3,2022
Momotus mexicanus,,Sinaloa,23.396566,-105.933037,17/03/2022 07:36,17,3,2022
Momotus coeruliceps,,Veracruz,19.519218,-96.943278,10/03/2022 13:43,10,3,2022
Momotus mexicanus,,Oaxaca,16.187239,-97.535487,22/02/2022 22:44,22,2,2022
Momotus lessonii,Mexico - Campeche (CM),Campeche,18.411171,-89.493108,16/02/2020 00:00,16,2,2020
Momotus mexicanus,,Puebla,18.331155,-97.457389,02/01/2022 09:41,2,1,2022
Momotus mexicanus,,Jalisco,20.513253,-105.323608,08/03/2022 14:17,8,3,2022
Momotus lessonii,,Yucatán,21.130574,-89.779318,10/03/2022 10:59,10,3,2022
Momotus mexicanus,,Oaxaca,15.662167,-96.499508,04/03/2022 08:50,4,3,2022
Momotus lessonii,,Yucatán,20.832068,-89.59971,20/02/2022 10:57,20,2,2022
Momotus lessonii,,Chiapas,17.4843,-92.04834,13/01/2022 07:01,13,1,2022
Momotus lessonii,,Quintana Roo,18.49572,-88.449777,27/02/2022 14:05,27,2,2022
Momotus mexicanus,,Oaxaca,15.73483,-96.158979,08/02/2022 10:29,8,2,2022
Momotus mexicanus,,Chiapas,16.125631,-93.794548,19/02/2022 16:47,19,2,2022
Momotus mexicanus,,Sinaloa,23.876268,-106.32361,27/02/2022 10:35,27,2,2022
Momotus mexicanus,,Chiapas,16.045457,-93.433925,24/02/2022 00:01,24,2,2022
Momotus coeruliceps,,Veracruz,19.546832,-96.919492,20/01/2022 09:09,20,1,2022
Momotus lessonii,,Yucatán,20.992255,-89.569752,26/02/2022 09:01,26,2,2022
Momotus mexicanus,,Chiapas,16.760707,-93.14273,16/01/2022 08:01,16,1,2022
Momotus mexicanus,,Oaxaca,15.663644,-96.501781,07/02/2022 09:14,7,2,2022
Momotus mexicanus,,Chiapas,16.796802,-93.265103,19/02/2022 10:42,19,2,2022
Momotus mexicanus,,Oaxaca,15.721862,-96.167438,10/11/2021 08:12,10,11,2021
Momotus coeruliceps,,Hidalgo,21.15125,-98.362896,17/02/2022 13:11,17,2,2022
Momotus coeruliceps,,Hidalgo,21.136717,-98.412216,16/01/2022 19:03,16,1,2022
Momotus coeruliceps,,Tamaulipas,23.316777,-99.024671,13/02/2022 12:10,13,2,2022
Momotus mexicanus,,Oaxaca,15.660673,-96.503902,16/02/2022 09:21,16,2,2022
Momotus mexicanus,,Jalisco,20.466341,-105.292183,12/02/2022 12:40,12,2,2022
Momotus mexicanus,Selva El Tuito--Camino Tehuamixtle,Jalisco,20.312063,-105.52988,01/12/2021 00:00,1,12,2021
Momotus lessonii,Reserva de la Biosfera Calakmul--Complejo Turístico Chicanna Ecovillage Resort,Campeche,18.517132,-89.48484,26/11/2021 00:00,26,11,2021
Momotus lessonii,"Tekik de Regil, Yucatán, MX (20.812, -89.562)",Yucatán,20.812475,-89.56191,02/11/2021 00:00,2,11,2021
Momotus mexicanus,"Carretera Oaxaca-Tehuantepec, Road 190 KM 77",Oaxaca,16.69363,-96.32028,22/12/2021 00:00,22,12,2021
Momotus mexicanus,Jardín Botánico de Vallarta,Jalisco,20.465214,-105.29303,26/06/2021 00:00,26,6,2021
Momotus lessonii,Reserva de la Biosfera Calakmul--Complejo Turístico Chicanna Ecovillage Resort,Campeche,18.517132,-89.48484,26/11/2021 00:00,26,11,2021
Momotus mexicanus,Camino La Bascula,Jalisco,20.36063,-105.286865,01/09/2021 00:00,1,9,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,02/11/2021 00:00,2,11,2021
Momotus coeruliceps,Cráter cerro miahuatlan,Veracruz,19.685225,-96.84666,31/10/2021 00:00,31,10,2021
Momotus mexicanus,"Oaxaca El Zapote-Copalita, Oaxaca, MX (15.851, -96.364)",Oaxaca,15.851102,-96.363846,18/11/2021 00:00,18,11,2021
Momotus lessonii,Reserva de la Biosfera El Triunfo--Campamento Paval,Chiapas,15.593286,-92.85066,31/03/2021 00:00,31,3,2021
Momotus mexicanus,Selva El Tuito--Rancho Primavera (acceso restringido),Jalisco,20.340412,-105.3495,26/11/2021 00:00,26,11,2021
Momotus mexicanus,Rancho Tierra Colorada,México,18.690666,-100.33234,11/11/2021 00:00,11,11,2021
Momotus lessonii,SBC Chuburna,Yucatán,21.131863,-89.74182,23/12/2021 00:00,23,12,2021
Momotus lessonii,"Calle 16, Nolo, Yucatán, Tixcocob",Yucatán,21.008228,-89.429306,22/10/2020 00:00,22,10,2020
Momotus lessonii,Zona Arqueológica Edzná,Campeche,19.59715,-90.23063,07/11/2021 00:00,7,11,2021
Momotus mexicanus,Carretera Libre a Arriaga--Mirador,Chiapas,16.34551,-93.86787,26/10/2021 00:00,26,10,2021
Momotus mexicanus,"Carretera Oaxaca-Tehuantepec, Road 190 KM 77",Oaxaca,16.69363,-96.32028,22/12/2021 00:00,22,12,2021
Momotus lessonii,Caracol Resort,Quintana Roo,20.6635,-87.0383,26/11/2021 00:00,26,11,2021
Momotus mexicanus,Jardín Botánico Comunitario Helia Bravo Hollis,Puebla,18.331263,-97.4579,22/12/2021 00:00,22,12,2021
Momotus lessonii,Celestún (pueblo),Yucatán,20.859304,-90.39858,19/10/2021 00:00,19,10,2021
Momotus lessonii,"La Esmeralda, Paraíso Jaguar",Oaxaca,17.15734,-94.77607,19/12/2021 00:00,19,12,2021
Momotus mexicanus,Ojo de Agua Tolistoque,Oaxaca,16.586164,-94.87366,18/12/2021 00:00,18,12,2021
Momotus mexicanus,Reserva Ecologica Estatal El Texcal,Morelos,18.896057,-99.14801,17/12/2021 00:00,17,12,2021
Momotus mexicanus,"Camino a Las Labradas Del Río. Jinetes, Sinaloa",Sinaloa,23.639137,-106.365265,09/05/2021 00:00,9,5,2021
Momotus mexicanus,"P1 AP (20.848, -105.451)",Nayarit,20.847658,-105.4512,25/07/2020 00:00,25,7,2020
Momotus mexicanus,"Oaxaca El Zapote-Copalita, Oaxaca, MX (15.851, -96.364)",Oaxaca,15.851102,-96.363846,18/11/2021 00:00,18,11,2021
Momotus lessonii,Uxmal Resort Maya,Yucatán,20.376791,-89.77134,18/11/2021 00:00,18,11,2021
Momotus lessonii,Camino de grava entre el Corchito y Estero de Chicxulub,Yucatán,21.273144,-89.62855,23/12/2021 00:00,23,12,2021
Momotus lessonii,Area de Protección de Flora y Fauna Nahá,Chiapas,16.97486,-91.58876,26/05/2021 00:00,26,5,2021
Momotus mexicanus,Hotel Las Brisas Huatulco,Oaxaca,15.765244,-96.09944,04/12/2021 00:00,4,12,2021
Momotus mexicanus,Las Parotas Club De Golf Huatulco,Oaxaca,15.779778,-96.10623,15/08/2021 00:00,15,8,2021
Momotus mexicanus,Parque Botánico Hagia Sofia,Oaxaca,15.851725,-96.363,12/08/2021 00:00,12,8,2021
Momotus mexicanus,"62528, Tepoztlán MX-MOR 18.97045, -99.03649",Morelos,18.970453,-99.03649,12/10/2021 00:00,12,10,2021
Momotus lessonii,"Triangulo Austral, Veracruz, MX (19.03, -96.028)",Veracruz,19.029943,-96.02819,19/05/2021 00:00,19,5,2021
Momotus lessonii,N Santa Clara,Yucatán,21.271065,-87.61713,22/09/2021 00:00,22,9,2021
Momotus mexicanus,"1783 Sauces, Tuxtla Gutiérrez, Chiapas, MX (16.758, -93.133)",Chiapas,16.758207,-93.132545,17/07/2021 00:00,17,7,2021
Momotus mexicanus,Camino Real--La Bajada a Jalcocotán,Nayarit,21.507978,-105.145836,21/07/2021 00:00,21,7,2021
Momotus mexicanus,"Ciudad Ixtepec, Oaxaca, MX (16.539, -95.154)",Oaxaca,16.53887,-95.15369,25/08/2021 00:00,25,8,2021
Momotus mexicanus,"Carretera Pochutla - Salina Cruz - Tangolunda, Santa María Huatulco MX-OAX 15.80429, -96.05654",Oaxaca,15.804286,-96.05654,27/07/2021 00:00,27,7,2021
Momotus lessonii,Sendero de Xocen,Yucatán,20.598595,-88.149605,14/05/2021 00:00,14,5,2021
Momotus mexicanus,"30437, Jiquipilas MX-CHIS 16.71082, -93.57669",Chiapas,16.710823,-93.57669,10/07/2021 00:00,10,7,2021
Momotus mexicanus,Rancho Tierra Colorada,México,18.690666,-100.33234,11/11/2021 00:00,11,11,2021
Momotus mexicanus,Selva El Tuito--Camino Tehuamixtle,Jalisco,20.312063,-105.52988,10/09/2021 00:00,10,9,2021
Momotus mexicanus,Arroyo Aduana--Encima de Aduana,Sonora,27.025259,-109.01485,13/10/2021 00:00,13,10,2021
Momotus mexicanus,PN Huatulco--Sendero Sicaruu/Laguna el Zanate,Oaxaca,15.731904,-96.15973,10/11/2021 00:00,10,11,2021
Momotus coeruliceps,"Carretera Gómez Farías - El Azteca - E.C., Gómez Farías MX-TAMPS 23.08725, -99.16069",Tamaulipas,23.087246,-99.16069,16/10/2021 00:00,16,10,2021
Momotus mexicanus,Tropical Forest,Jalisco,20.771523,-105.14851,04/12/2021 00:00,4,12,2021
Momotus lessonii,Caracol Resort,Quintana Roo,20.6635,-87.0383,28/11/2021 00:00,28,11,2021
Momotus lessonii,Dzonot Carretero,Yucatán,21.431658,-87.93047,16/10/2021 00:00,16,10,2021
Momotus mexicanus,"Calle Lázaro Cárdenas, Tlapa de Comonfort MX-GRO (17.5405,-98.5664)",Guerrero,17.540518,-98.56641,01/09/2021 00:00,1,9,2021
Momotus mexicanus,"Manzanillo-Colima, Colima, MX (19.022, -103.805)",Colima,19.021858,-103.80482,12/08/2021 00:00,12,8,2021
Momotus lessonii,Camino de grava entre el Corchito y Estero de Chicxulub,Yucatán,21.273144,-89.62855,19/11/2021 00:00,19,11,2021
Momotus lessonii," Tekik de Regil, Yucatán, MX ",Yucatán,20.812449,-89.561935,28/07/2021 00:00,28,7,2021
Momotus mexicanus,San Sebastián del Oeste (pueblo),Jalisco,20.760988,-104.851944,24/08/2021 00:00,24,8,2021
Momotus mexicanus,Rancho Tierra Colorada,México,18.690666,-100.33234,11/11/2021 00:00,11,11,2021
Momotus mexicanus,"Unnamed Road, Estado de México, MX (18.749, -99.628)",México,18.748617,-99.62816,07/08/2021 00:00,7,8,2021
Momotus lessonii,PN Palenque,Chiapas,17.486256,-92.04238,01/11/2021 00:00,1,11,2021
Momotus lessonii,"Carretera Tuxtepec-Oaxaca-Tehuantepec, San Juan Bautista Valle Nacional MX-OAX (17.7395,-96.3272)",Oaxaca,17.739506,-96.32719,07/08/2021 00:00,7,8,2021
Momotus coeruliceps,Parque Ecológico El Haya,Veracruz,19.520159,-96.9438,22/08/2021 00:00,22,8,2021
Momotus mexicanus,Zona Arqueológica Iglesia Vieja,Chiapas,16.130249,-93.74587,27/10/2021 00:00,27,10,2021
Momotus mexicanus,Parques Joyyo Mayu y Caña Hueca,Chiapas,16.760263,-93.143654,10/10/2021 00:00,10,10,2021
Momotus lessonii,Reserva de la Biosfera Calakmul--Complejo Turístico Chicanna Ecovillage Resort,Campeche,18.517132,-89.48484,26/11/2021 00:00,26,11,2021
Momotus mexicanus,Camino Playa del Borrego,Nayarit,21.522526,-105.27458,31/12/2021 00:00,31,12,2021
Momotus lessonii,Chiapas-Ocosingo-Lacanjá Campamento CONANP,Chiapas,16.765615,-91.1178,25/11/2021 00:00,25,11,2021
Momotus mexicanus,Campamento y Parque Niltze Bioaventuras,México,18.787327,-99.66825,31/07/2021 00:00,31,7,2021
Momotus mexicanus,"10 sep 2021 8:30 p. m.-18.877, -99.205",Morelos,18.876785,-99.204895,10/09/2021 00:00,10,9,2021
Momotus mexicanus,Zoológico,Guerrero,17.555412,-99.50736,08/09/2021 00:00,8,9,2021
Momotus mexicanus,Area de Protección de Flora y Fauna Bosque La Primavera,Jalisco,20.64274,-103.58354,13/12/2021 00:00,13,12,2021
Momotus mexicanus,PN Huatulco--Sendero Cruz del Monte,Oaxaca,15.755188,-96.15261,21/11/2021 00:00,21,11,2021
Momotus lessonii,Monumentos Naturales Yaxchilán--Zona Arqueológica Yaxchilán,Chiapas,16.899681,-90.967094,10/07/2021 00:00,10,7,2021
Momotus lessonii,Carretera Antón Lizardo-el Hato,Veracruz,18.995245,-96.00531,15/09/2021 00:00,15,9,2021
Momotus mexicanus,PN Huatulco--Sendero Cruz del Monte,Oaxaca,15.755188,-96.15261,27/07/2021 00:00,27,7,2021
Momotus lessonii,"Campeche, MX (18.717, -90.689)",Campeche,18.717474,-90.688576,17/09/2021 00:00,17,9,2021
Momotus lessonii,"350A Calle 56, Tekik de Regil, Yucatán, MX (20.815, -89.566)",Yucatán,20.81465,-89.56635,30/04/2021 00:00,30,4,2021
Momotus mexicanus,Rancho Tierra Colorada,México,18.690666,-100.33234,12/09/2021 00:00,12,9,2021
Momotus mexicanus,"Amatlán - Ocotitlán, Morelos, MX (18.976, -99.053)",Morelos,18.976372,-99.052605,17/12/2021 00:00,17,12,2021
Momotus mexicanus,"Estacionamiento Sitio Arqueológico Xochicalco, Morelos, MX (18.805, -99.294)",Morelos,18.80483,-99.29424,18/07/2021 00:00,18,7,2021
Momotus lessonii,Zona Arqueológica Chichén Itzá,Yucatán,20.681839,-88.5692,25/12/2021 00:00,25,12,2021
Momotus mexicanus,Parque Alameda,Guerrero,17.556118,-99.50419,26/08/2021 00:00,26,8,2021
Momotus lessonii,"Uxmal, Yucatán, MX (20.37, -89.766)",Yucatán,20.369871,-89.766335,18/04/2021 00:00,18,4,2021
Momotus coeruliceps,"Carretera Gómez Farías - El Azteca - E.C., Gómez Farías MX-TAMPS 23.06777, -99.16166",Tamaulipas,23.067766,-99.16166,09/07/2021 00:00,9,7,2021
Momotus coeruliceps,"La tranca - El cuetero, Jalcomulco",Veracruz,19.328466,-96.7752,08/10/2021 00:00,8,10,2021
Momotus lessonii,Carretera 295/Río Lagartos-Tizimín--Pantano a Km 90,Yucatán,21.47455,-88.130875,01/12/2021 00:00,1,12,2021
Momotus lessonii,Parque del Río San Antonio,Veracruz,18.90052,-96.943016,02/04/2021 00:00,2,4,2021
Momotus lessonii,Entrada Nanciyaga,Veracruz,18.45294,-95.06757,04/10/2021 00:00,4,10,2021
Momotus mexicanus,"48266, Puerto Vallarta MX-JAL 20.75447, -105.11052",Jalisco,20.75447,-105.11052,31/12/2021 00:00,31,12,2021
Momotus mexicanus,Ojo de Agua Tolistoque,Oaxaca,16.586164,-94.87366,18/12/2021 00:00,18,12,2021
Momotus lessonii,"Triangulo Austral, Veracruz, MX (19.03, -96.028)",Veracruz,19.029943,-96.02819,08/05/2021 00:00,8,5,2021
Momotus lessonii,Camino a Área de Conservación El Zapotal,Yucatán,21.278109,-87.607864,09/10/2021 00:00,9,10,2021
Momotus mexicanus,Jardín botánico de Acapulco,Guerrero,16.82692,-99.84673,20/04/2021 00:00,20,4,2021
Momotus lessonii,"Vereda / Adolfo Ruiz Cortines, Veracruz, MX (18.48, -95.176)",Veracruz,18.479544,-95.17582,01/10/2021 00:00,1,10,2021
Momotus lessonii,Sendero Antelá,Chiapas,16.117476,-91.70611,26/03/2021 00:00,26,3,2021
Momotus mexicanus,"Morelos, MX (18.788, -99.118)",Morelos,18.787937,-99.11751,03/07/2021 00:00,3,7,2021
